FID,type_fp,type_sk,program,org_phone,distadd,distboro,distzip,dist_location_info,fp_days_orig,fp_hours_orig,sk_days_orig,sk_hours_orig,fp_mon,fp_mon_open1,fp_mon_close1,fp_mon_open2,fp_mon_close2,fp_tue,fp_tue_open1,fp_tue_close1,fp_tue_open2,fp_tue_close2,fp_wed,fp_wed_open1,fp_wed_close1,fp_wed_open2,fp_wed_close2,fp_thu,fp_thu_open1,fp_thu_close1,fp_thu_open2,fp_thu_close2,fp_fri,fp_fri_open1,fp_fri_close1,fp_fri_open2,fp_fri_close2,fp_sat,fp_sat_open1,fp_sat_close1,fp_sat_open2,fp_sat_close2,fp_sun,fp_sun_open1,fp_sun_close1,fp_sun_open2,fp_sun_close2,sk_mon,sk_mon_open1,sk_mon_close1,sk_mon_open2,sk_mon_close2,sk_tue,sk_tue_open1,sk_tue_close1,sk_tue_open2,sk_tue_close2,sk_wed,sk_wed_open1,sk_wed_close1,sk_wed_open2,sk_wed_close2,sk_thu,sk_thu_open1,sk_thu_close1,sk_thu_open2,sk_thu_close2,sk_fri,sk_fri_open1,sk_fri_close1,sk_fri_open2,sk_fri_close2,sk_sat,sk_sat_open1,sk_sat_close1,sk_sat_open2,sk_sat_close2,sk_sun,sk_sun_open1,sk_sun_close1,sk_sun_open2,sk_sun_close2,fp_notes,sk_notes,CreationDate,Creator,EditDate,Editor,GlobalID,lat,lon,address_score,subregion,status,program_type,fp_mon_open3,fp_mon_close3,fp_tue_open3,fp_tue_close3,fp_wed_open3,fp_wed_close3,fp_thu_open3,fp_thu_close3,fp_fri_open3,fp_fri_close3,fp_sat_open3,fp_sat_close3,fp_sun_open3,fp_sun_close3,sk_mon_open3,sk_mon_close3,sk_tue_open3,sk_tue_close3,sk_wed_open3,sk_wed_close3,sk_thu_open3,sk_thu_close3,sk_fri_open3,sk_fri_close3,sk_sat_open3,sk_sat_close3,sk_sun_open3,sk_sun_close3,geometry,geoid,nta2020,id
617,FP,,CHRIST ABUNDANT LIFE MINISTRIES,(718) 273-0372,"121 Grandview Ave, Staten Island, New York, 10303",SI,10303,,THUR,6-7PM,,,closed,,,,,closed,,,,,closed,,,,,open,05:30 PM,06:30 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1729324830450,maps.nyc.data,f2d699b7-5f8b-469b-b763-aaeba26c0f1a,40.636459891981,-74.16495047238,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.16495047238 40.636459891981),36085031902,SI0107,381
618,FP,,CHRISTIAN PENTECOSTAL CHURCH (FP),(718) 273-5850,"900 Richmond Rd, Staten Island, New York, 10304",SI,10304,,TUE,3-8PM,,,closed,,,,,open,01:00 PM,04:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1752048014807,maps.nyc.data,4eee7e9a-5491-42bb-8c97-d6f8dc42f73a,40.604892513065,-74.092353216415,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.092353216415 40.604892513065),36085005000,SI0201,382
620,FP,,FEEDING WITH TLC INC,(718) 447-0526,"309 St Pauls Ave, Staten Island, New York, 10304",SI,10304,,SAT,11AM-1PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:30 AM,12:30 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,fbe917db-5a5e-4808-99aa-6eb10826c3f8,40.6303035098269,-74.0811803909397,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.081180391083 40.6303035095483),36085002100,SI0102,383
623,FP,,OUR LADY OF GOOD COUNSEL CHURCH (STATEN ISLAND),(718) 447-1503,"42 Austin Pl, Staten Island, New York, 10304",SI,10304,,SAT,10-11AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:30 AM,11:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1720512021941,maps.nyc.data,b3bb7168-3c3e-4d01-bd8a-3f078b3f94c3,40.631313361521,-74.086033261421,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.086033261421 40.631313361521),36085003300,SI0104,384
625,FP,,SKYLIGHT CENTER,(718) 720-2585,"307 St Marks Pl, Staten Island, New York, 10301",SI,10301,,TUE,2-3PM,,,closed,,,,,open,02:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,f42a264e-314b-4a2d-9892-0c091fe8483e,40.6425731073332,-74.0782850301258,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.0782850301924 40.6425731071766),36085000300,SI0101,385
626,FP,,ST. EDWARD FOOD PANTRY,(718) 984-1625,"6581 Hylan Blvd, Staten Island, New York, 10309",SI,10309,,"MON,WED,SAT",10AM-1PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1ST, 2ND, 3RD, 4TH FRIDAY",,1680892750097,rwrenner_nyc,1756368017803,maps.nyc.data,da430460-c644-4e35-895a-0391de724b02,40.511892196029,-74.222442952088,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.222442952088 40.511892196029),36085019800,SI0304,386
628,FP,,"UNITED CHURCH OF PRAISE INTERNATIONAL MINISTRIES, INC",(718) 314-8779,"487 Vanderbilt Ave, Staten Island, NY, 10304, USA",SI,10304,,"FRI,SUN",1-3PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:00 PM,03:00 PM,,,closed,,,,,open,01:00 PM,03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1711526415831,maps.nyc.data,548bf50c-7031-4efd-aa08-3f20d0674c6f,40.614535892668,-74.085750120732,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.085750120732 40.614535892668),36085002900,SI0102,387
629,FP,,EVANGELICAL CRUSADE FOOD PANTRY (FP),(718) 434-7250,"557 E 31st St, Brooklyn, New York, 11210",BK,11210,,"TUE,THUR",4-6PM,,,closed,,,,,closed,,,,,open,02:00 PM,04:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPEN 2ND & 4TH WED ONLY,,1680892750097,rwrenner_nyc,1733907620310,maps.nyc.data,87f9d09d-621f-4ca7-9deb-a58c7bdc3fb8,40.637301728426,-73.947014116657,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.947014116657 40.637301728426),36047078802,BK1702,388
633,FPM,,"WEST HARLEM GROUP ASSISTANCE, INC","(212) 832-1399,2723","625 Lenox Ave, New York, New York, 10030",NY,10030,,,,,,open,10:00 AM,02:00 PM,,,open,10:00 AM,02:00 PM,,,open,10:00 AM,02:00 PM,,,open,10:00 AM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719907219872,maps.nyc.data,2817455b-7091-40ed-afa8-25f1005a3af2,40.818223012992,-73.938188391709,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.938188391709 40.818223012992),36061023000,MN1002,389
634,FPM,,COMMUNITY HEALTH ACTION OF STATEN ISLAND,(718) 808-1477,"2134 Richmond Ter, Staten Island, New York, 10302",SI,10302,,,,,,open,02:30 PM,04:30 PM,,,open,02:30 PM,04:30 PM,,,open,02:30 PM,04:30 PM,,,closed,,,,,open,02:30 PM,04:30 PM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1732784422515,maps.nyc.data,47a2962d-6524-42a2-bc19-a4b609c14f0e,40.640213769227,-74.134309000398,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.134309000398 40.640213769227),36085020701,SI0106,390
635,FP,,ACTS COMMUNITY DEVELOPMENT CORPORATION (FP),(718) 415-1170,"2114 Mermaid Ave, Brooklyn, New York, 11224",BK,11224,,,,,,closed,,,,,open,06:00 PM,07:15 PM,,,closed,,,,,open,11:00 AM,02:15 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1707296413957,maps.nyc.data,5b26429a-0add-45b2-955d-36569a1396a9,40.576109309018,-73.988429519342,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.988429519342 40.576109309018),36047032600,BK1302,391
636,FP,SK,BETHEL SEVENTH-DAY ADVENTIST CHURCH,(917) 509-8412,"457 Grand Ave, Brooklyn, New York, 11238",BK,11238,,,,,,closed,,,,,closed,,,,,open,03:00 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:00 PM,02:00 PM,,,2ND & 4TH WEDNESDAY ONLY,,1680892750097,rwrenner_nyc,1747468819430,maps.nyc.data,6027f1c3-94d3-41c5-b21e-8083cb3250e8,40.681607169417,-73.961307776143,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.961307776143 40.681607169417),36047022700,BK0301,392
637,FP,SK,CHRISTIAN FELLOWSHIP SEVENTH DAY ADVENTIST COMMUNITY SVCS,(718) 916-0956,"777 Schenectady Ave, Brooklyn, New York, 11203",BK,11203,,,,,,closed,,,,,closed,,,,,open,10:30 AM,12:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,05:00 PM,06:00 PM,,,open,05:00 PM,06:00 PM,,,open,05:00 PM,06:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,"OPEN 1ST, 2ND, 3RD, & 4TH WED ONLY",,1680892750097,rwrenner_nyc,1707814815332,maps.nyc.data,8be1bf7f-a207-42db-8138-8b9f7835417a,40.654382538355,-73.933429063267,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.933429063267 40.654382538355),36047087000,BK1703,393
638,FP,SK,CORNERSTONE SEVENTH DAY ADVENTIST CHURCH (FP) (SK),(917) 915-6769,"138 Pennsylvania Ave, Brooklyn, NY, 11207, USA",BK,11207,,THUR,10AM-12PM,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:30 AM,01:00 PM,,,,,1680892750097,rwrenner_nyc,1757404815649,maps.nyc.data,1c541560-fb46-430e-b840-089d4d50de5d,40.674529238918,-73.896743233268,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.896743233268 40.674529238918),36047119800,BK0502,394
641,FP,,THE OZONE PARK PANTRY (FP),(646) 851-0885,"83-10 Rockaway Blvd, Ozone Park, New York, 11416",QN,11416,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:30 AM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1715673615110,maps.nyc.data,fd58898d-60da-4534-a0ad-9e8be4385d8a,40.683697322702,-73.857164473206,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.857164473206 40.683697322702),36081003600,QN0904,395
649,FP,,CHURCH OF GOD OF BRONXWOOD AVENUE,(718) 652-0337,"3232 LURTING AVENUE, BX 10469",BX,10469,,,,,,closed,,,,,closed,,,,,open,10:00 AM,02:00 PM,,,closed,,,,,closed,,,,,open,10:00 AM,02:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,c20d0e17-68c5-4ed3-9d7b-853cbe27a951,40.87237635202351,-73.85644195315263,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8564419531526 40.8723763520235),36005034800,BX1103,396
651,FP,,COLLECTIVE FOCUS FOOD JUSTICE PANTRY PROGRAM,(724) 584-8501,"1046 Broadway, Brooklyn, NY, 11221, USA",BK,11221,,,,,,closed,,,,,open,01:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1694246413891,maps.nyc.data,db529277-9ba2-4d11-9ecb-a28677db2f2e,40.695197126221,-73.932346791929,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.932346791929 40.695197126221),36047028700,BK0302,397
652,FP,,FIRST BAPTIST CHURCH OF CORONA (FP),(718) 446-0200,"100-10 Astoria Blvd, East Elmhurst, NY, 11369, USA",QN,11369,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,03:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1694678415550,maps.nyc.data,3b39a96c-f13c-46bd-a795-7e913b7533e0,40.761622074415,-73.868736780187,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.868736780187 40.761622074415),36081036300,QN0302,398
653,FP,,GOSHEN TEMPLE OF SEVENTH DAY ADVENTIST CHURCH (FP),(917) 847-5528,"2414 Church Ave, Brooklyn, NY, 11226, USA",BK,11226,,,,,,closed,,,,,closed,,,,,open,01:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1699520414955,maps.nyc.data,54ecf12d-88d4-439d-b41d-1bbd617598e1,40.650439900649,-73.955156884135,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.955156884135 40.650439900649),36047079400,BK1701,399
656,FP,,CATHEDRAL COMMUNITY CARES,(347) 376-2898,"1047 Amsterdam Ave, New York, NY, 10025, USA",NY,10025,,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,06:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,dcfffe25-5fb9-4406-bb17-cf264fdcdf68,40.80411681477173,-73.96257847266392,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9625784726639 40.8041168147717),36061019701,MN0901,400
657,FP,,HOPE EMPOWERMENT AND DEVELOPMENT ZONE INC,(718) 568-7072,"369 New Lots Ave, Brooklyn, NY, 11207, USA",BK,11207,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,04:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3RD FRI ONLY,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,02cf68b5-4fe6-4734-8894-0a1e7f1e83ff,40.6617543383789,-73.893592727321,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8935927274026 40.6617543382568),36047112800,BK0503,401
658,FP,,ICL AND CHN FOOD PANTRY,(718) 495-6700,"2581 Atlantic Ave, Brooklyn, NY, 11207, USA",BK,11207,,,,,,closed,,,,,closed,,,,,open,01:00 PM,04:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1761811216732,maps.nyc.data,fd6eae9f-ba1d-47d9-9a49-98ddaca34e9a,40.676002693677,-73.899179684883,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.899179684883 40.676002693677),36047119800,BK0502,402
660,FP,,MANHATTAN DOWNTOWN MULTI-CULTURAL FOOD PANTY,(347) 248-9726,"160 Allen St, New York, NY, 10002, USA",NY,10002,SUITE #20,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:30 AM,10:30 AM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST THURSDAY IN THE MONTH,,1680892750097,rwrenner_nyc,1696579216528,maps.nyc.data,6d0e9057-621f-43e2-9ee5-aec20bbbb5b6,40.72091909159,-73.989184309723,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.989184309723 40.72091909159),36061003001,MN0302,403
661,FP,,MUNA SOCIAL SERVICE AN-NAMIRAH (FPH),(212) 920-6202,"2135 Pitkin Ave, Brooklyn, NY, 11207, USA",BK,11207,,,,,,open,02:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD MONDAYS ONLY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,bdb59188-1a25-4813-8cea-3173b18cc268,40.672360463381,-73.893611418965,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.893611418965 40.672360463381),36047114400,BK0502,404
662,FP,,MUNA SOCIAL SERVICES BAITUL ISLAM MASJID (FPH),(212) 920-6202,2107 DAVIDSON AVENUE,BX,10453,,,,,,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND & 4TH THURS ONLY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,aa2d5608-75a9-4e85-ae2e-3c93f42c2073,40.855621640038,-73.907041658604,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.907041658604 40.855621640038),36005025100,BX0501,405
663,FP,,MUNA SOCIAL SERVICES BAITUN NOOR MASJID (FPH),(212) 920-6202,"88-19 Liberty Ave, Ozone Park, NY, 11417, USA",QN,11417,,,,,,closed,,,,,closed,,,,,closed,,,,,open,04:00 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD THURSDAY ONLY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,c98c5c4e-82f2-445e-ac3b-a5d4fe0cc946,40.680094822627,-73.84992276032,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.84992276032 40.680094822627),36081005400,QN1002,406
664,FP,,MUNA SOCIAL SERVICE BROOKLYN ISLAMIC CENTER (FPH),(212) 920-6202,"722 Church Ave, Brooklyn, NY, 11218, USA",BK,11218,,,,,,open,03:00 PM,04:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND & 4TH MONDAY ONLY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,24d2ef2a-70f9-4276-9f62-bdd6b1512137,40.645547383765,-73.972471549163,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.972471549163 40.645547383765),36047049400,BK1203,407
665,FP,,MUNA SOCIAL SERVICES DOWNTOWN BROOKLYN (FPH),(212) 920-6202,"50 New York Ave, Brooklyn, NY, 11216, USA",BK,11216,,,,,,open,04:00 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD MONDAY ONLY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,11559243-adfe-4001-9dbd-b584c0727b90,40.678597353715,-73.947060049487,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.947060049487 40.678597353715),36047024700,BK0301,408
666,FP,,MUNA SOCIAL SERVICES EAST FLATBUSH (FPH),(212) 920-6202,"167 EAST 43rd St, Brooklyn, NY, 11203, USA",BK,11203,,,,,,open,05:00 PM,06:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND & 4TH MONDAY ONLY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,65c78ef4-8c2c-4989-944d-0f49fb29883e,40.65189156246,-73.937045435392,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.937045435392 40.65189156246),36047087200,BK1703,409
667,FP,,MUNA SOCIAL SERVICES MASJID AR-RAYYAN (FPH),(212) 920-6202,"196-43 Foothill Ave, Hollis, NY, 11423, USA",QN,11423,,,,,,closed,,,,,closed,,,,,open,02:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD WEDNESDAY ONLY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,b3f48b62-93a0-47aa-a90f-1fe7a31c9c08,40.718758823685,-73.766691635254,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.766691635254 40.718758823685),36081047801,QN0804,410
668,FP,,MUNA SOCIAL SERVICES PARKCHESTER ISLAMIC CENTER (FPH),(212) 920-6202,"1375 Virginia Ave, Bronx, NY, 10462, USA",BX,10462,,,,,,closed,,,,,closed,,,,,closed,,,,,open,04:00 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND & 4TH THURSDAY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,19e51fc2-292c-434a-9a77-db64c4a65360,40.83534979766,-73.86213921656,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.86213921656 40.83534979766),36005021602,BX0904,411
669,FP,,MUNA SOCIAL SERVICE SOUTH JAMAICA (FPH),(212) 920-6202,"164-38 108th Ave, Jamaica, NY, 11453, USA",QN,11433,,,,,,closed,,,,,closed,,,,,open,04:00 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD WEDNESDAY ONLY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,1ecd5826-32fa-4a24-93e0-db415f16586c,40.697354879555,-73.789081123559,98.33,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.789081123559 40.697354879555),36081025800,QN1202,412
671,FPM,,PAYO MOBILE FOOD PANTRY,(718) 713-2000,"2483 65th St, Brooklyn, NY, 11204, USA",BK,11204,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:30 PM,02:30 PM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,b4b59272-a85b-4e70-a2ec-f3b1f6123027,40.61000924585852,-73.97475184592174,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9747518459217 40.6100092458585),36047043400,BK1101,413
672,FP,,REACH OUT AND TOUCH FOOD PANTRY,(718) 442-5007,"51 Cottage Pl, Staten Island, NY, 10302, USA",SI,10302,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd  Saturday  11:00AM - 1:00PM,,1680892750097,rwrenner_nyc,1693296014340,maps.nyc.data,c1d75356-06d9-4273-8dcc-8bc23693d99b,40.635894071607,-74.130501856157,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.130501856157 40.635894071607),36085020702,SI0106,414
673,FP,,RED HOOK COMMUNITY - REDEMPTION CHURCH (FP),(347) 526-2728,"27 HUNGTINGTON STREET, BROOKLYN, NY 11231 ",BK,11231,,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1757404815649,maps.nyc.data,6567731e-c1b5-4ccc-b6b7-0e64fa0f91eb,40.677651791218,-74.005114787261,98.34,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.005114787261 40.677651791218),36047005900,BK0601,415
674,FP,,THE KINGSBRIDGE HEIGHTS COMMUNITY CENTER INC (FP),(718) 884-0700,"3067 Kingsbridge Ter, Bronx, NY, 10463, USA",BX,10463,,,,,,closed,,,,,open,11:00 AM,02:30 PM,,,closed,,,,,open,11:00 AM,02:30 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1723536027337,maps.nyc.data,ae02939c-3f91-43ad-9c6f-6092739c1bd6,40.87698434767,-73.901091341856,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.901091341856 40.87698434767),36005027700,BX0801,416
675,FP,,THE LOWER EASTSIDE GIRLS CLUB (FP),(212) 982-1633,402 EAST 8TH STREET,BK,11218,,,,,,closed,,,,,closed,,,,,open,09:00 AM,02:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1731488421804,maps.nyc.data,ef985f5b-b9c1-43e6-b0a6-a4464cebcc3a,40.640136194713,-73.971194817671,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.971194817671 40.640136194713),36047049000,BK1203,417
